%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1644338456691026955,174,1644338456690582752,,42.340896666666666,-71.09757333333333,7.0,327210.5838731411,4689757.542939063,19.0,T
1644338457698429972,175,1644338457698040485,,42.340893333333334,-71.09757666666667,7.0,327210.3001442812,4689757.179571488,19.0,T
1644338458697817593,176,1644338458697309494,,42.340891666666664,-71.09757833333333,6.9,327210.1582798384,4689756.997887703,19.0,T
1644338459699759299,177,1644338459699108362,,42.34088833333333,-71.09758166666667,6.9,327209.8745509337,4689756.634520143,19.0,T
1644338460698684960,178,1644338460698174953,,42.340885,-71.097585,6.9,327209.5908220004,4689756.271152596,19.0,T
1644338461699719692,179,1644338461699204921,,42.34088333333333,-71.09758833333333,6.9,327209.3116586035,4689756.092855888,19.0,T
1644338462704121513,180,1644338462703661918,,42.34088166666667,-71.09759166666667,6.8,327209.03249518794,4689755.914559193,19.0,T
1644338463702032712,181,1644338463701593637,,42.340878333333336,-71.097595,6.8,327208.74876618513,4689755.551191676,19.0,T
1644338464694158043,182,1644338464693712949,,42.340875,-71.09759666666666,6.8,327208.60233609064,4689755.184437091,19.0,T
1644338465700050467,183,1644338465699666500,,42.340873333333334,-71.0976,6.8,327208.3231726254,4689755.006140421,19.0,T
1644338466702541187,184,1644338466702105283,,42.340871666666665,-71.09760166666666,6.7,327208.1813080898,4689754.824456676,19.0,T
1644338467701978451,185,1644338467701476097,,42.34086833333333,-71.097605,6.7,327207.8975790015,4689754.461089193,19.0,T
1644338468702565243,186,1644338468702125549,,42.34086666666666,-71.09760666666666,6.8,327207.75571444456,4689754.279405453,19.0,T
1644338469698330442,187,1644338469697886228,,42.34086333333333,-71.09761,6.8,327207.47198531136,4689753.916037987,19.0,T
1644338470700105734,188,1644338470699203014,,42.34086166666667,-71.09761333333333,6.8,327207.19282176485,4689753.7377413595,19.0,T
1644338471721349382,189,1644338471720822572,,42.34085833333334,-71.09761666666667,6.8,327206.9090925837,4689753.374373914,19.0,T
1644338472722001041,190,1644338472721565485,,42.34085666666667,-71.09762,6.8,327206.6299289992,4689753.196077309,19.0,T
1644338473721248624,191,1644338473720853090,,42.340855,-71.09762333333333,6.9,327206.3507654044,4689753.017780716,19.0,T
1644338474706861802,192,1644338474706417083,,42.340851666666666,-71.09762833333333,6.9,327205.9297371595,4689752.657800429,19.0,T
1644338475720397625,193,1644338475719636201,,42.340848333333334,-71.09763166666667,7.0,327205.6460078667,4689752.294433031,19.0,T
1644338476723442620,194,1644338476722975492,,42.340845,-71.097635,7.0,327205.3622785497,4689751.931065644,19.0,T
1644338477724580447,195,1644338477724137067,,42.34084333333333,-71.09763833333334,7.0,327205.08311487,4689751.7527691,19.0,T
1644338478707895499,196,1644338478707499742,,42.34084,-71.09764166666666,6.9,327204.7993855007,4689751.389401733,19.0,T
1644338479709627077,197,1644338479708835840,,42.34083666666667,-71.09764666666666,6.9,327204.3783570801,4689751.029421536,19.0,T
1644338480703266352,198,1644338480702831268,,42.340833333333336,-71.09765,6.8,327204.0946276486,4689750.6660541985,19.0,T
1644338481726928550,199,1644338481726490259,,42.34083,-71.097655,6.8,327203.6735991469,4689750.306074041,19.0,T
1644338482709804166,200,1644338482709364652,,42.340826666666665,-71.09765833333333,6.8,327203.38986964896,4689749.94270673,19.0,T
1644338483726323868,201,1644338483725882768,,42.34082333333333,-71.09766333333333,6.9,327202.9688410705,4689749.582726614,19.0,T
1644338484709651584,202,1644338484709268569,,42.34082,-71.09766666666667,6.9,327202.68511151033,4689749.219359328,19.0,T
1644338485726357358,203,1644338485725913524,,42.34081666666667,-71.09767166666667,7.0,327202.2640828508,4689748.859379252,19.0,T
1644338486711415661,204,1644338486710917949,,42.34081333333334,-71.097675,7.0,327201.9803532242,4689748.496011996,19.0,T
1644338487730540861,205,1644338487730095863,,42.34081,-71.09768,7.0,327201.5593244879,4689748.136031959,19.0,T
1644338488726819656,206,1644338488726375341,,42.340805,-71.097685,7.0,327201.1337299419,4689747.590981117,19.0,T
1644338489712728303,207,1644338489712261199,,42.340801666666664,-71.09768833333334,7.1,327200.8500002081,4689747.2276139045,19.0,T
1644338490713395159,208,1644338490712905645,,42.34079833333333,-71.09769166666666,7.1,327200.56627044594,4689746.864246701,19.0,T
1644338491731403605,209,1644338491730975151,,42.340795,-71.097695,7.0,327200.2825406573,4689746.500879508,19.0,T
1644338492714349349,210,1644338492713956356,,42.34079166666667,-71.0977,7.0,327199.86151171464,4689746.14089957,19.0,T
1644338493731685318,211,1644338493731319189,,42.340788333333336,-71.09770333333333,7.0,327199.57778185955,4689745.777532404,19.0,T
1644338494732332921,212,1644338494731951951,,42.340785,-71.09770833333333,7.0,327199.15675284003,4689745.417552505,19.0,T
1644338495716278027,213,1644338495715896844,,42.340781666666665,-71.09771333333333,7.0,327198.7357237775,4689745.05757263,19.0,T
1644338496741123868,214,1644338496736013650,,42.34077666666666,-71.09771833333333,7.0,327198.31012883503,4689744.51252195,19.0,T
1644338497732888339,215,1644338497732455968,,42.34077333333333,-71.09772166666667,7.0,327198.02639883495,4689744.149154845,19.0,T
1644338498712614307,216,1644338498712168693,,42.34077,-71.09772666666667,7.1,327197.6053696397,4689743.789175035,19.0,T
1644338499721218086,217,1644338499720371723,,42.340765,-71.09773166666666,7.1,327197.17977453663,4689743.244124421,19.0,T
1644338500712565393,218,1644338500712123870,,42.34076,-71.09773833333334,7.1,327196.61688017665,4689742.702461136,19.0,T
1644338501720037471,219,1644338501719545364,,42.340756666666664,-71.09774333333333,7.2,327196.19585082564,4689742.342481406,19.0,T
1644338502720898998,220,1644338502720251798,,42.34075333333333,-71.09774833333333,7.2,327195.77482142736,4689741.982501701,19.0,T
1644338503722591178,221,1644338503721785545,,42.34074833333333,-71.097755,7.2,327195.2119268593,4689741.440838523,19.0,T
1644338504714269390,222,1644338504713834524,,42.340745,-71.09776,7.3,327194.7908973611,4689741.080858875,19.0,T
1644338505738472132,223,1644338505738032341,,42.34074,-71.097765,7.3,327194.36530188035,4689740.535808421,19.0,T
1644338506723695654,224,1644338506723267078,,42.340735,-71.09777,7.3,327193.9397063376,4689739.990757993,19.0,T
1644338507723339569,225,1644338507722916603,,42.34073166666667,-71.09777666666666,7.3,327193.3813774319,4689739.634165785,19.0,T
1644338508723202720,226,1644338508722724914,,42.34072666666667,-71.09778166666666,7.3,327192.9557817604,4689739.089115412,19.0,T
1644338509723038326,227,1644338509722545623,,42.34072166666667,-71.09778666666666,7.3,327192.5301860246,4689738.544065065,19.0,T
